GENERAL_ID,Risk_category,registration_number,Lat,Lon,County,Address,Post_code,Locality,Year Built,Height Regime,Apartment count,Surface,Examination Year,Certified expert,Observations,Cadastre Number,Land Registry Number,Administration Update,Admin Update
2079,U2,1314,44.436204,26.086865,București,Strada SFANTUL CONSTANTIN,12,Sector,1893,S+P+1 E+Ma,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
2080,U2,1315,44.436046,26.087336,București,Strada SFANTUL CONSTANTIN,13(13A,Sector,1918,S+P+2E,0,0,1996,Marin TEODOR,,,,07.04.2016,03.05.2016
2081,U3,1316,44.436174,26.086734,București,Strada SFANTUL CONSTANTIN (corp D),14,Sector,1937,S+P+1 E+Ma,0,0,1993,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
2082,U3,1317,44.436368,26.085684,București,Strada SFANTUL CONSTANTIN,22,Sector,1910,S+P+1E,4,0,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
2083,U3,1318,44.436252,26.085877,București,Strada SFANTUL CONSTANTIN,27,Sector,1935,S+P+2E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2084,U1,1319,44.436278,26.08567,București,Strada SFANTUL CONSTANTIN,29A,Sector,1930,S+P+2E,0,0,1996,Ovidiu GEORGESCU,,,,07.04.2016,03.05.2016
2085,U3,1320,44.436452,26.085086,București,Strada SFANTUL CONSTANTIN,30B,Sector,1920,S+P+1E,0,0,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
2086,U3,1321,44.436452,26.085086,București,Strada SFANTUL CONSTANTIN,30C,Sector,1925,S+P+1E+Ma,0,0,1993,Eugeniu IORDACHESCU,,,,07.04.2016,03.05.2016
2087,U1,1322,44.433948,26.077088,București,Strada SFANTUL ELEFTERIE,8,Sector,1900,S+P+1E,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
2088,U1,1323,44.433772,26.076686,București,Strada SFANTUL ELEFTERIE,12,Sector,1932,S+P+1 E+Ma,0,0,1993,Emilian TITARU,,,,07.04.2016,03.05.2016
2089,U1,1324,44.432731,26.072376,București,Strada SFANTUL ELEFTERIE,39C,Sector,1935,S+P+1E,0,0,1993,Radu DIAMANDOPOL,1933; 1935,,,07.04.2016,03.05.2016
2090,U1,1325,44.457425,26.117215,București,Strada SFANTUL NICETA,5,Sector,1916,S+P+1E,2,0,1993,Constantin DALBAN,,,,07.04.2016,03.05.2016
2091,U2,1326,44.440978,26.107207,București,Strada SFANTUL SPIRIDON,2,Sector,1927,S+P+3E+Ma,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2092,U3,1327,44.441587,26.107205,București,Strada SFANTUL SPIRIDON,8,Sector,1930,S+Ds+P+2E+Ma,0,0,1995,Adina SIMION,,,,07.04.2016,03.05.2016
2093,U3,1328,44.441993,26.107203,București,Strada SFANTUL SPIRIDON,12,Sector,1970,S+P+8E,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
2094,U1,1329,44.435773,26.116691,București,Strada SFANTUL STEFAN,14,Sector,1932,S+P+2E+Ma,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
2095,U3,1330,44.436861,26.116835,București,Strada SFANTUL STEFAN,19,Sector,1925,DS+P+1 E+Ma; S+P,4,760,1993,Mihai NAVODARIU,,,,07.04.2016,03.05.2016
2096,U1,1331,44.428357,26.095197,București,Strada SFINTII APOSTOLI,1,Sector,1898,S+P+3E; S+P+1E,0,0,1993,Dan STANCIULESCU,U1. U2,,,07.04.2016,03.05.2016
2097,U2,1332,44.446317,26.084454,București,Strada SFINTII VOIEVOZI,17,Sector,1928,S+P+3E,0,0,1995,Octavian MANOIU,,,,07.04.2016,03.05.2016
2098,U2,1333,44.43523,26.107468,București,Strada SFINTILOR,3,Sector,1928,S+P+4E,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
2099,U2,1334,44.435272,26.107788,București,Strada SFINTILOR,8,Sector,1935,S+P+5E,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
2100,U2,1335,44.435406,26.107847,București,Strada SFINTILOR,9,Sector,1910,S+P+3E+Ma,0,0,1993,Ion VARSA,,,,07.04.2016,03.05.2016
2101,U2,1336,44.43536,26.107978,București,Strada SFINTILOR,10,Sector,1938,S+P+6E,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
2102,n/a,1337,44.435377,26.107919,București,Strada SFINTILOR (corp C),11,Sector,1920,P,0,30,1993,Florin VASILIU,Imobil propus pentru demolare,,,07.04.2016,03.05.2016
2103,U3,1338,44.420274,26.048853,București,Strada SIBIU,41,Sector,1974,S+P+10E,0,6816,1995,Cristian BALAN,,,,07.04.2016,03.05.2016
2104,U3,1339,44.452064,26.14716,București,Aleea SILISTEA,1,Sector,1968,S+P+4E,0,0,1994,Mircea NEICU,,,,07.04.2016,03.05.2016
2105,U2,1340,44.452567,26.146421,București,Aleea SILISTEA,4,Sector,1968,S+P+4E,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
2106,U3,1341,44.440099,26.112103,București,Strada SILVESTRU,2,Sector,1934,S+P+3E,0,706,1994,Eugen ANTONESCU,,,,07.04.2016,03.05.2016
2107,U1,1342,44.440738,26.112724,București,Strada SILVESTRU,9,Sector,1934,S+P+4E,0,0,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
2108,U3,1343,44.441431,26.113927,București,Strada SILVESTRU,16,Sector,1910,S+P+1E,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
2109,U2,1344,44.441524,26.114067,București,Strada SILVESTRU,18,Sector,1939,S+P+3E+Ma,0,0,1993,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
2110,U3,1345,44.441635,26.11418,București,Strada SILVESTRU,20,Sector,1925,S+P+2E,0,0,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
2111,U3,1346,44.441726,26.11411,București,Strada SILVESTRU,27(29,Sector,1938,S+P+1 E+Ma; S+P+2E,0,0,1993,Radu PETROVICI,1925; 1938,,,07.04.2016,03.05.2016
2112,U3,1347,44.442243,26.114593,București,Strada SILVESTRU,30,Sector,1936,S+P+3E,0,0,1994,Mircea NEICU,,,,07.04.2016,03.05.2016
2113,U3,1348,44.443204,26.115229,București,Strada SILVESTRU,67,Sector,1890,S+P+1E,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
2114,U2,1349,44.46297,26.134471,București,Aleea SINAIA,5,Sector,1974,S+P+8E,0,0,1993,Dragoş BADEA,,,,07.04.2016,03.05.2016
2115,U2,1350,44.463044,26.134928,București,Aleea SINAIA,8,Sector,1974,S+P+8E,0,0,1993,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
2116,U2,1351,44.462942,26.137041,București,Aleea SINAIA,74,Sector,1976,S+P+10E,44,0,1993,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
2117,U2,1352,44.434748,26.105205,București,Strada SLANIC,6,Sector,1900,S+P+2E+Pod,0,0,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
2118,U2,1353,44.434904,26.105108,București,Strada SLANIC,8,Sector,1850,S+P+1 E+Ma,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2119,U2,1354,44.434634,26.10515,București,Strada SLANIC,12,Sector,1926,S+P+3E,0,1438,1994,Dan CAPATINA,,,,07.04.2016,03.05.2016
2120,U2,1355,44.434706,26.105204,București,Strada SLANIC,18,Sector,1971,S+P+9E,0,0,1994,Paul VERNESCU,,,,07.04.2016,03.05.2016
2121,U1,1356,44.435181,26.104997,București,Strada SLANIC,20(22,Sector,1950,S+P+8E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2122,U3,1357,44.435333,26.104904,București,Strada SLANIC,24,Sector,1900,S+P+1E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2123,U1,1358,44.435876,26.104625,București,Strada SLANIC,26,Sector,1900,S+P,0,0,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
2124,U3,1359,44.449453,26.101343,București,Strada SLAVESTI,12,Sector,1934,S+P+1 E+Ma,0,250,1995,Anatolie CAZACLIU,,,,07.04.2016,03.05.2016
2125,U2,1360,44.432792,26.100282,București,Strada SMARDAN,5,Sector,1910,S+P+5E,0,1716,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
2126,U1,1361,44.431957,26.09988,București,Strada SMÂRDAN,13,Sector,1920,S+P+3E,0,0,1993,Mircea PERJESCU,,,,07.04.2016,03.05.2016
2127,U1,1362,44.431791,26.099864,București,Strada SMÂRDAN,15,Sector,1906,S+P+2E+Ma,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2128,U3,1363,44.431453,26.099718,București,Strada SMÂRDAN,16,Sector,1956,S+P+3E+Ma,0,0,1994,Mircea NEICU,,,,07.04.2016,03.05.2016
2129,U1,1364,44.431729,26.100007,București,Strada SMÂRDAN,17,Sector,1910,S+P+2E+Ma,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2130,U1,1365,44.431631,26.100042,București,Strada SMÂRDAN,19,Sector,1900,S+P+2E,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
2131,U1,1366,44.430994,26.099661,București,Strada SMÂRDAN,20,Sector,1900,S+P+3E+Ma,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2132,U1,1367,44.431611,26.099853,București,Strada SMÂRDAN,21,Sector,1910,S+P+2E,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2133,U1,1368,44.431491,26.099846,București,Strada SMÂRDAN,23(25,Sector,1905,S+P+3E,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2134,U1,1369,44.431395,26.100072,București,Strada SMÂRDAN,27,Sector,1906,S+P+3E,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2135,U1,1370,44.430546,26.099825,București,Strada SMÂRDAN,28,Sector,1900,S+P+1E,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2136,U2,1371,44.43126,26.100056,București,Strada SMARDAN,29,Sector,1890,S+P+2E,0,0,1993,Radu PETROVICI,,,,07.04.2016,03.05.2016
2137,U1,1372,44.431311,26.099836,București,Strada SMARDAN,31,Sector,1890,S+P+1E,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2138,U1,1373,44.431174,26.099993,București,Strada SMARDAN,33,Sector,1890,S+P+1E,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2139,U1,1374,44.431027,26.099847,București,Strada SMARDAN,37,Sector,1900,S+P+3E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2140,U1,1375,44.430462,26.100226,București,Strada SMARDAN,41,Sector,1884,S+P+1E+Ma,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2141,U3,1376,44.430214,26.100465,București,Strada SMARDAN,43,Sector,1905,S+P+2E,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
2142,U3,1377,44.46173,26.061252,București,Strada SOMESULUI,8,Sector,1931,S+P,0,0,1993,Dan ANASTASIU,,,,07.04.2016,03.05.2016
2143,U2,1378,44.437882,26.112262,București,Strada SPATARULUI,6(6A,Sector,1925,S+P+4E+Ma,22,3353,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2144,U3,1379,44.438006,26.112358,București,Strada SPATARULUI,8,Sector,1890,S+P+1 E+Ma,0,0,1993,Valentin GEORGESCU,,,,07.04.2016,03.05.2016
2145,U3,1380,44.439087,26.113149,București,Strada SPATARULUI,17bis,Sector,1939,2S+P+6E,7,102,1994,Helmuth KOBER,,,,07.04.2016,03.05.2016
2146,U3,1381,44.439703,26.113529,București,Strada SPATARULUI,27,Sector,1880,S+P+1 E+Ma; S+P,0,0,1993,Valentin GEORGRESCU,,,,07.04.2016,03.05.2016
2147,U2,1382,44.439829,26.113625,București,Strada SPATARULUI,29,Sector,1937,S+P+3E,0,0,1994,Mircea NEICU,,,,07.04.2016,03.05.2016
2148,U2,1383,44.439764,26.113799,București,Strada SPATARULUI,32,Sector,1932,S+P+4E,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
2149,U1,1384,44.440353,26.114121,București,Strada SPATARULUI,37,Sector,1928,S+P+2E,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
2150,U3,1385,44.44051,26.114445,București,Strada SPATARULUI,44,Sector,1910,S+P+1 E+Ma,0,0,1993,Anatolie CAZACLIU,,,,07.04.2016,03.05.2016
2151,U2,1386,44.43714,26.107627,București,Strada SPERANTEI,3,Sector,1930,S+P+2E+Ma,0,0,1993,Liliana BALTATEANU,,,,07.04.2016,03.05.2016
2152,U2,1387,44.437735,26.108053,București,Strada SPERANTEI,5,Sector,1938,S+Ds+P+3E,0,9815,1995,Marin TEODOR,,,,07.04.2016,03.05.2016
2153,U3,1388,44.447901,26.097714,București,Strada STANISLAV CIHOVSCHI,7,Sector,1934,S+Ds+Mz+2E,0,0,1995,Adina SIMION,,,,07.04.2016,03.05.2016
2154,U1,1389,44.432063,26.097875,București,Strada STAVROPOLEOS,3,Sector,1910,S+P+2E,0,0,1993,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2155,U3,1390,44.431277,26.106485,București,Strada STELEA SPATARU,6,Sector,1890,S+P,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2156,U1,1391,44.431461,26.106746,București,Strada STELEA SPATARU,7,Sector,1936,S+P+1 E+Ma,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2157,U1,1392,44.43153,26.107378,București,Strada STELEA SPATARU,14,Sector,1940,S+P+1E,0,0,1993,Mihai PERJESCU,,,,07.04.2016,03.05.2016
2158,U3,1393,44.431326,26.106965,București,Strada STELEA SPATARU,10,Sector,1936,S+P+2E+Ma,0,0,1994,Iorgu NICULA,,,,07.04.2016,03.05.2016
2159,U2,1394,44.431316,26.107166,București,Strada STELEA SPATARU,10A,Sector,1890,S+P+1E,0,0,1993,Nicola GOSPODINOV,,,,07.04.2016,03.05.2016
2160,U3,1395,44.431498,26.107244,București,Strada STELEA SPATARU,11,Sector,1879,S+P+1E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2161,U1,1396,44.431542,26.107309,București,Strada STELEA SPATARU,20,Sector,1880,S+P+1E,0,0,1993,Mihai PERJESCU,,,,07.04.2016,03.05.2016
2162,U3,1397,44.431662,26.107268,București,Strada STELEA SPATARU,21,Sector,1903,S+P,0,0,1993,Vasile BOGDAN,,,,07.04.2016,03.05.2016
2163,U3,1398,44.431542,26.107309,București,Strada STELEA SPATARU,23,Sector,1903,S+P+2E,0,0,1993,Vasile BOGDAN,,,,07.04.2016,03.05.2016
2164,U1,1399,44.396759,26.101755,București,Strada STOIAN MILITARU,53,Sector,1936,S+P+1E,0,0,1996,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
2165,U3,1400,44.382869,26.120073,București,Strada STRADUINTEI,4,Sector,1969,S+P+10E,44,354,1995,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
2166,U3,1401,44.37806,26.114647,București,Strada STUPILOR,3,Sector,1965,S+P+10E,0,354,1995,Dan STANCIULESCU,,,,07.04.2016,03.05.2016
2167,U3,1402,44.44482,26.117348,București,Strada SUVENIR,10,Sector,1929,S+P+2E+Ma,0,0,1993,Liliana BALTATEANU,,,,07.04.2016,03.05.2016
2168,U2,1403,44.426767,26.102538,București,Intrarea ŞTAFETEI,1,Sector,1933,S+P+2E,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
2169,U2,1404,44.433544,26.06737,București,Strada STEFAN CAPSA,8(10,Sector,1925,S+P+1E,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
2170,U2,1405,44.432435,26.067731,București,Strada STEFAN CAPSA,24,Sector,1933,S+P+2E,0,0,1993,Cristian BALAN,,,,07.04.2016,03.05.2016
2171,U2,1406,44.453211,26.107888,București,Soseaua STEFAN CEL MARE,15,Sector,1968,S+P+8E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2172,U2,1407,44.453126,26.110653,București,Soseaua STEFAN CEL MARE,17,Sector,1960,S+P+7E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2173,U2,1408,44.452902,26.115649,București,Soseaua STEFAN CEL MARE,23,Sector,1959,S+P+6E,0,42,1993,Silvia CARAMAN,,,,07.04.2016,03.05.2016
2174,U1,1409,44.452871,26.116495,București,Soseaua STEFAN CEL MARE,25,Sector,1962,S+P+9E,114,8886,1993,Gheorghe AFANASENCO,,,,07.04.2016,03.05.2016
2175,U2,1410,44.452624,26.118222,București,Soseaua STEFAN CEL MARE,29,Sector,1962,S+P+9E,0,0,1993,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
2176,U3,1411,44.451358,26.122495,București,Soseaua STEFAN CEL MARE,35,Sector,1961,S+P+9E,190,13796,1995,Nicolae TEMELCU,,,,07.04.2016,03.05.2016
2177,U2,1412,44.450968,26.12331,București,Soseaua STEFAN CEL MARE,37,Sector,1957,S+P+6E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2178,U2,1413,44.452635,26.11098,București,Soseaua STEFAN CEL MARE,40,Sector,1965,S+P+6E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2179,U3,1414,44.436476,26.11256,București,Strada STEFAN LUCHIAN,7,Sector,1937,S+P+2E,0,0,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
2180,U3,1415,44.434067,26.1166,București,Strada STEFAN MIHAILEANU,2,Sector,1920,S+P+1 E+Ma,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2181,U1,1416,44.434515,26.117211,București,Strada STEFAN MIHAILEANU,11,Sector,1940,S+P+1 E+Ma; S+P+Ma,0,0,1993,Ion VARSA,,,,07.04.2016,03.05.2016
2182,U2,1417,44.435034,26.118058,București,Strada STEFAN MIHAILEANU,20,Sector,1931,S+P+1 E+Ma,0,0,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
2183,U3,1418,44.4361,26.119048,București,Strada STEFAN MIHAILEANU,27,Sector,1947,S+P+6E,0,0,1993,Ion VARSA,,,,07.04.2016,03.05.2016
2184,U3,1419,44.436564,26.119335,București,Strada STEFAN MIHAILEANU,31,Sector,1938,S+P+3E,8,1,1997,Dan GHIOCEL,,,,07.04.2016,03.05.2016
2185,U3,1420,44.435582,26.118925,București,Strada STEFAN MIHAILEANU,32B,Sector,1936,S+P+2E+Ma,0,0,1993,Emil COROIU,,,,07.04.2016,03.05.2016
2186,U3,1421,44.463228,26.095966,București,Strada STEFAN PROTOPOPESCU,1,Sector,1962,S+P+11E,0,4676,1995,Dan POPESCU,,,,07.04.2016,03.05.2016
2187,U2,1422,44.463334,26.096753,București,Strada STEFAN PROTOPOPESCU,3,Sector,1963,S+P+11E,48,4641,1995,Stelian PICULESCU,,,,07.04.2016,03.05.2016
2188,U3,1423,44.463559,26.098321,București,Strada STEFAN PROTOPOPESCU,7,Sector,1962,S+P+12E,0,4676,1995,Dan POPESCU,,,,07.04.2016,03.05.2016
2189,U2,1424,44.463683,26.0991,București,Strada STEFAN PROTOPOPESCU,9,Sector,1963,S+P+11E,0,4641,1995,Stelian PICULESCU,,,,07.04.2016,03.05.2016
2190,U3,1425,44.463799,26.099878,București,Strada STEFAN PROTOPOPESCU,11,Sector,1962,S+P+11E,0,4676,1995,Dan POPESCU,,,,07.04.2016,03.05.2016
2191,U3,1426,44.457401,26.06372,București,Strada STEFAN STOIKA,38,Sector,1940,S+P+2E; S+P,0,0,1993,Dragoş BADEA,1940; 1900,,,07.04.2016,03.05.2016
2192,U2,1427,44.440163,26.093194,București,Strada ŞTIRBEI VODA,10,Sector,1935,S+P+2E,0,0,1996,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
2193,U2,1428,44.439894,26.091365,București,Strada ŞTIRBEI VODĂ,29A,Sector,1942,S+P+9E,0,2453,1995,Mircea NEICU,,,,07.04.2016,03.05.2016
2194,U2,1429,44.440006,26.091347,București,Strada ŞTIRBEI VODĂ,30,Sector,1900,S+P+2E,0,0,1996,Nicolae CONSTANTINESCU,,,,07.04.2016,03.05.2016
2195,U1,1430,44.44012,26.090602,București,Strada ŞTIRBEI VODĂ,38,Sector,1930,S+P+3E,0,0,1995,Radu AGENT,,,,07.04.2016,03.05.2016
2196,U1,1431,44.439773,26.08614,București,Strada ŞTIRBEI VODĂ,61,Sector,1930,S+P+3E,0,0,1994,Emil COROIU,,,,07.04.2016,03.05.2016
2197,U2,1432,44.440241,26.088114,București,Strada ŞTIRBEI VODĂ,68,Sector,1946,S+P+7E,0,0,1996,Mihai URSACHESCU,,,,07.04.2016,03.05.2016
2198,U2,1433,44.439985,26.085002,București,Strada ŞTIRBEI VODĂ,71,Sector,1928,S+P+3E+Ma,6,1142,1993,Aurelian PAVELESCU,,,,07.04.2016,03.05.2016
2199,U2,1434,44.393623,26.118924,București,Strada TACHE GHEORGHE (bloc 14),13,Sector,1962,S+P+9E,40,3544,1995,Marin TEODOR,,,,07.04.2016,03.05.2016
2200,U2,1435,44.444065,26.096634,București,Strada TACHE IONESCU,1,Sector,1935,S+P+7E,0,266,1993,Viorel CONSTANTINESCU,,,,07.04.2016,03.05.2016
2201,U3,1436,44.444256,26.097087,București,Strada TACHE IONESCU,5,Sector,1935,S+P+5E+Ma,0,2857,1995,Gabriel NICULESCU,,,,07.04.2016,03.05.2016
2202,U2,1437,44.419792,26.10959,București,Strada TABACARILOR,22,Sector,1900,S+P+1E; S+P,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
2203,U2,1438,44.41978,26.109853,București,Strada TABACARILOR,24,Sector,1900,S+P,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
2204,U2,1439,44.419876,26.109731,București,Strada TABACARILOR,25,Sector,1930,S+P+1E; S+P,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
2205,U3,1440,44.419865,26.109959,București,Strada TABACARILOR,27,Sector,1940,S+P,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
2206,U2,1441,44.419758,26.110645,București,Strada TABACARILOR,30,Sector,1910,S+P,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
2207,U2,1442,44.419846,26.110625,București,Strada TABACARILOR,33,Sector,1920,S+P,0,0,1993,Alexandru BRANZEI,,,,07.04.2016,03.05.2016
2208,U3,1443,44.465214,26.092503,București,Strada TEHERAN,21(23,Sector,1962,S+P+2E,0,0,1993,Mihai NAVODARIU,,,,07.04.2016,03.05.2016
2209,U3,1444,44.457581,26.129241,București,Strada TEIUL DOAMNEI,2,Sector,1976,S+P+10E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2210,U3,1445,44.461147,26.126673,București,Strada TEIUL DOAMNEI,92,Sector,1943,S+P+3E,0,0,1994,Mircea NEICU,,,,07.04.2016,03.05.2016
2211,U3,1446,44.461687,26.126559,București,Strada TEIUL DOAMNEI,96,Sector,1937,S+P+1E; S+P+1E,0,0,1993,Rodica VASILESCU,,,,07.04.2016,03.05.2016
2212,U3,1447,44.461957,26.126502,București,Strada TEIUL DOAMNEI,98,Sector,1945,S+P+2E,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
2213,U1,1448,44.442141,26.08656,București,Strada TEMISANA,7,Sector,1924,S+P+3E,0,0,1993,Constantin PAUN,,,,07.04.2016,03.05.2016
2214,U1,1449,44.429608,26.128533,București,Strada TEODORESCU G. DEM,20B,Sector,1941,S+P+4E,0,0,1994,Ioan STOICOVICI,,,,07.04.2016,03.05.2016
2215,U3,1450,44.42476,26.124503,București,Strada THEODOR D. SPERANTIA,14A,Sector,1938,S+P+3E+Ma,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2216,U1,1451,44.430952,26.071173,București,Strada THOMA IONESCU,6,Sector,1933,S+P+2E+Ma,0,0,1995,Armand NEFIAN,,,,07.04.2016,03.05.2016
2217,U2,1452,44.43058,26.068766,București,Strada THOMA IONESCU,16,Sector,1933,S+P+1 E+Ma; S+P+1 E,0,0,1993,Armand NEFIAN,,,,07.04.2016,03.05.2016
2218,U2,1453,44.442612,26.112796,București,Strada TOAMNEI,29,Sector,1929,S+P+5E,0,0,1993,Rodica ANGELESCU,,,,07.04.2016,03.05.2016
2219,U2,1454,44.442444,26.112844,București,Strada TOAMNEI,30,Sector,1890,S+P+2E; S+P,0,0,1993,Niculaie TUDOSE,1928; 1890,,,07.04.2016,03.05.2016
2220,U2,1455,44.443889,26.11364,București,Strada TOAMNEI,45,Sector,1920,S+P+2E,0,0,1993,Mircea NEICU,,,,07.04.2016,03.05.2016
2221,U2,1456,44.443417,26.113432,București,Strada TOAMNEI,48A,Sector,1935,S+P+1 E+Ma,0,0,1993,Adina SIMION,,,,07.04.2016,03.05.2016
2222,U3,1457,44.44695,26.115372,București,Strada TOAMNEI,89,Sector,1963,S+P+4E,0,0,1995,Grigore ARSENIE,,,,07.04.2016,03.05.2016
2223,U2,1458,44.448217,26.116169,București,Strada TOAMNEI,119,Sector,1932,S+P+2E,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
2224,U2,1459,44.428755,26.119404,București,Strada TRAIAN,54,Sector,1920,S+P+1E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2225,U2,1460,44.441069,26.147188,București,Strada TRAIAN,71,Sector,0,S+P+1E,0,0,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2226,U2,1461,44.437256,26.120915,București,Strada TRAIAN,161,Sector,1940,S+P+4E,0,0,1993,Anastasia NICOLESCU,,,,07.04.2016,03.05.2016
2227,U2,1462,44.441404,26.120458,București,Strada TRAIAN,181,Sector,1928,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
2228,U2,1463,44.441603,26.120417,București,Strada TRAIAN,183,Sector,1926,S+P+2E+Ma,0,0,1993,Ion LUNGU,,,,07.04.2016,03.05.2016
2229,U2,1464,44.441732,26.120156,București,Strada TRAIAN,187,Sector,1938,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
2230,U2,1465,44.4387,26.120402,București,Strada TRAIAN,202,Sector,1910,S+P+3E,0,0,1993,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
2231,U2,1466,44.439765,26.120959,București,Strada TRAIAN,206,Sector,1940,S+P+6E,0,0,1994,Sofronie RAMIRO,,,,07.04.2016,03.05.2016
2232,U3,1467,44.441195,26.120628,București,Strada TRAIAN,218,Sector,1912,S+P+2E+Ma,0,0,1993,Alexandru PROGRESEANU,,,,07.04.2016,03.05.2016
2233,U2,1468,44.441443,26.120577,București,Strada TRAIAN,222,Sector,1942,S+P+4E+Ma,0,0,1993,Niculaie TUDOSE,,,,07.04.2016,03.05.2016
2234,U3,1469,44.443369,26.120021,București,Strada TRAIAN,254,Sector,1900,S+P+3E+Ma,0,0,1993,Mircea CONDRUT,,,,07.04.2016,03.05.2016
2235,U2,1470,44.472148,26.059313,București,Strada TRAIAN VASILE,65,Sector,1938,S+Ds+P+2E,6,611,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2236,U3,1471,44.472547,26.059103,București,Strada TRAIAN VASILE,71,Sector,1939,S+P+1E,6,247,1993,Dan POPESCU,,,,07.04.2016,03.05.2016
2237,U3,1472,44.442493,26.08501,București,Strada TRANSILVANIEI,28,Sector,1900,S+P+2E+Ma,0,0,1993,Mircea MIRONESCU,,,,07.04.2016,03.05.2016
